URL|Title|Summary|Last Updated
"/docs/hydra/guides/oauth2-clients"|"Manage OAuth 2.0 and OpenID Connect clients | Ory"|"Create OAuth2 client: 
Use the Ory Console, Ory CLI or SDK to create a new OAuth2 client.

Update OAuth2 client: 
Update an existing OAuth2 client using the POST endpoint and authenticating with the registration_access_token.

Patch OAuth2 client: 
Use a PATCH request to partially update an existing OAuth2 client and authenticate with the registration_access_token.

Delete OAuth2 client: 
Delete an existing OAuth2 client using the DELETE endpoint and authenticating with the registration_access_token.

Register OAuth2 and OpenID Connect clients: 
Use the POST endpoint to register an OAuth2 and OpenID Connect client and obtain a registration_access_token.

Get OAuth2 and OpenID Connect clients: 
Use the GET endpoint to retrieve an existing OAuth2 and OpenID Connect client using the registration_access_token.

Update OAuth2 and OpenID Connect clients: 
Update an existing OAuth2 and OpenID Connect client using the POST endpoint and authenticating with the registration_access_token.

Delete OAuth2 and OpenID Connect clients: 
Delete an existing OAuth2 and OpenID Connect client using the DELETE endpoint and authenticating with the registration_access_token.

Token endpoint auth method: 
Use a token_endpoint_auth_method when registering or updating an OAuth2 client to specify authentication.

Multiple redirect URIs: 
When creating a new OAuth2 client, multiple redirect URIs can be specified by passing them as a list in the request body."|"2025-01-29T12:08:47.969Z"
"/docs/guides/operations"|"Operations | Ory"|"Here is a concise summary of the documentation content:

Configure project ownership via API and change owner in Ory Console or workspace.
Use GitOps to manage project configuration.
Enable event streams for real-time streaming of events such as sign-ups, logins, and token issuance."|"2025-01-29T12:08:48.765Z"
"/docs/migrate-to-ory/"|"Migrate to Ory tutorial | Ory"|"This is a comprehensive guide on migrating an existing authentication system to Ory, a modern identity platform. The guide covers various aspects of the migration process, including setting up Ory, customizing the user interface, integrating with backend applications, exporting and importing identities, and transitioning from the old system.

Here are some key takeaways from the guide:

1. **Setting up Ory**: Start by setting up Ory in your development or staging environment to ensure a smooth migration process.
2. **Customizing the user interface**: Choose between using the built-in Account Experience or creating a custom UI that matches your existing design.
3. **Integrating with backend applications**: Forward cookies received from the frontend to validate sessions on backend calls to Ory's API.
4. **Exporting and importing identities**: Export user data from your existing authentication solution or database, hash credentials if necessary, and import them into Ory using the create identity API.
5. **Transition period**: Implement a transition period during which both the old system and Ory operate concurrently to minimize user disruption.
6. **Testing and stabilization**: Test the integration in your development or staging environment before going live with Ory in your production environment.

The guide also emphasizes best practices, such as:

1. **Storing business logic in your application database**: Keep authentication-relevant data in Ory and store business logic in your application database.
2. **Manually attaching relevant cookies to requests**: Ensure that backend calls to Ory's API include the necessary cookies for session validation.

Overall, this guide provides a comprehensive roadmap for migrating an existing authentication system to Ory, highlighting key considerations and best practices along the way."|"2025-01-29T12:08:53.927Z"
"/docs/category/concepts/"|"Concepts | Ory"|"REST API
Ory Identities 
OAuth2 protocol 
Standard for secure machine-to-machine communication and limited data access 
Ory Permissions 
Permission system for application authorization 
Ory Actions 
Extensibility mechanism for integrating with third-party services"|"2025-01-29T12:08:54.639Z"
"/docs/api/"|"Ory"|"Here is a concise summary of the key technical points and implementation details:

gRPC API:
- Uses gRPC protocol
- Supports CORS
- Ory Permissions supports gRPC APIs

Public API:
- Available at project's domain
- No Ory Network API key required
- SDK URL used for configuring Ory SDKs and tools

REST API:
- All services provide REST APIs
- Complete API overview in REST API Reference
- Supports CORS

CORS Configuration:
- Part of configuration file for self-hosted Ory
- Refer to CORS documentation for details"|"2025-01-29T12:08:55.924Z"
"/docs/identities/"|"Introduction to Ory Identities | Ory"|"Cookie-based security:
Native and browser APIs for anti-CSRF protection, XSS defense and secure session state management.

Integrations:
Mobile and native app support via robust APIs.
Web browsers integration with Ory SDKs and REST APIs for authentication and profile management.

Authentication methods:
Passwordless code, Passkeys, social sign-in, multi-factor authentication.

User data modeling:
Customizable CRUD operations for identity management.

Session management:
Lifespan, refresh, revocation control for user sessions.

API documentation: 
REST APIs for authentication and profile management.
SDKs for custom UI development.

Notification system:
Email and SMS notifications for verification, recovery, and multi-factor authentication customization of SMTP/HTTP and SMS servers and templates."|"2025-01-29T12:08:58.010Z"
"/docs/oauth2-oidc/"|"Introduction to Ory OAuth2 and OpenID Connect | Ory"|"Here is a concise summary of the technical points and implementation details:

Oauth2 protocol enables secure machine-to-machine communication, grants limited access to data and services on behalf of users
Built on top of Oauth2, OpenID Connect required for social sign-in provider
Ory OAuth2 and OpenID Connect: 
Certified OpenID Connect Implementation meeting OpenID Foundation requirements
Connected to Ory Identities by default, but headless API allows existing user management system use
Optimized for low latency, ideal for high-traffic applications requiring real-time data access
Global deployment in data centers worldwide, ensuring minimal latency from anywhere
Security-first architecture neutralizes common attack vectors and numerous less exploited security risks
Safe storage for cryptographic keys used to sign JSON Web Tokens"|"2025-01-29T12:08:59.934Z"
"/docs/keto/"|"Introduction to Ory Permissions | Ory"|"Here is a concise summary of the key technical points and implementation details:

Ory Permissions uses Ory Keto Permission Server, implementing Zanzibar's design principles for a flexible permission system.

Ory Permission Language (OPL) is TypeScript-based and allows for quick learning with a familiar syntax.

OPL can be used to create custom permission models and rules using the Ory Console's editor."|"2025-01-29T12:09:00.997Z"
"/docs/kratos/hooks/configure-hooks"|"Ory Actions | Ory"|"Actions triggered before events:
Triggered on user registration 
Triggered on account recovery
Triggered on account verification
Triggered on settings update

Action triggers:
User login authentication method 
User registration authentication method 
User settings update authentication method 

Actions in Ory OAuth2 & OpenID Connect:
Web_hook action"|"2025-01-29T12:09:02.099Z"
"/docs/category/reference/"|"Reference | Ory"|"Here is a concise summary of the key technical points and implementation details:

ory auth 
Create new Ory Network account
Sign in to existing Ory Network account

Ory SDK 
Integrates with Ory Identities, Ory Permissions, and Ory OAuth2

Enforce fine-grained permissions using Ory Permission Language"|"2025-01-29T12:09:02.987Z"
"/docs/sdk"|"Software Development Kits (SDKs) for Ory | Ory"|"Here is a concise summary of the technical points and implementation details:

Ory SDK uses openapi-generator for automated code generation 
Ory SDKs are published in package repositories for popular languages with TypeScript definitions
SDKs are intended to be used with Ory Network, not self-hosting Ory services
Generated SDKs may break backwards compatibility due to changes made by openapi-generator"|"2025-01-29T12:09:04.024Z"
"/docs/cli/ory-auth"|"ory auth | Ory"|"Create a new Ory Network account by following these steps:

1. Go to the Ory Network website and click on ""Sign Up"" to create a new account.
2. Enter your email address, password, and desired username.
3. Verify your email address by clicking on the link sent to you by the Ory Network.
4. Once verified, you can sign in using your email address and password.

Note: Ory requires an Ethereum account for signing up, users must have it before accessing their account"|"2025-01-29T12:09:05.140Z"
"/docs/keto/reference/ory-permission-language"|"Ory Permission Language specification | Ory"|"- Syntax is specified using Extended Backus-Naur Form (EBNF)
- Productions are expressions constructed from terms and operators, in increasing precedence
- Lexical tokens enclosed in double quotes or single quotes
- Configuration is encoded in UTF-8
- Identifiers: sequences of letters and digits, first character must be a letter
- String literals: sequences of characters
- Keywords:
- Builtin Types:
  - Namespace
  - Context
- Boolean Operators:
  - &&, ||, ! 
- Miscellaneous Operators:
  - ==, !=, ===, !==, >, <, >=, <=
- Type Declaration:
  - Class declarations for each namespace
  - Relation declarations and permission declarations in class bodies
- Relation Declaration:
  - Array types T[] because of many-to-many relations
  - RelationName must be a unique identifier used as relation strings
  - TypeName must be the name of another type defined above or below
- Permission Declaration:
  - Functions within class declarations that take parameter ctx of type Context and evaluate to boolean true or false
- Type Checking:
  - Config can be type-checked in strict mode by TypeScript with noLib option
  - StrictPropertyInitialization option allowed"|"2025-01-29T12:09:08.144Z"
"/docs/troubleshooting/"|"Ory"|"Here is a concise summary of the documentation content:

BCrypt hashed secrets have a 72 character limit due to algorithm and Golang limitations
Ory Identities APIs return 401/400 responses with incorrect email configuration (SMTP URL)
Incorrect redirect_uri in OpenID Connect flow can cause errors
Iframes pose security risks for authentication services due to clickjacking, etc.
Missing required audience information causes issues on Ory Network
Relying party ID mismatch occurs during OIDC authentication
OAuth 2.0 clients have multiple ways to authenticate at /oauth2/token endpoint
BCrypt hashed passwords have a 72 character limit
Oidc requires `redirect_uri` in OpenID Connect flow
OAuth2 JWT Profile returns errors with incorrect configuration
WebAuthn/PassKeys SecurityError occurs due to implementation issues
OIDC requires `redirect_uri` for secure authentication flows
Logout functionality may not work correctly after SDK upgrade
Client auth fails if Ory Identities APIs return 401/400 responses"|"2025-01-29T12:09:10.419Z"
"/docs/category/operations-reference"|"Operations reference | Ory"|"Here is a concise summary of the technical points and implementation details:

CORS uses a mechanism to allow cross-origin requests relaxing same-origin policy by setting CNAME records on owned domains.
Pagination divides large datasets into manageable chunks using ""pages"" strategy.
Ory Network has introduced Workspaces and Environments for multiple project management.
Rate limits ensure system security employing mechanisms such as IP address blocking.
Source IP addresses are limited to enhance egress network security.
Ory Network uses a distributed data model across continents to enhance query performance.
CNAME records can be set on owned domains for Ory Network usage.
Usage-based billing is rolling out with no payment collected for overusage."|"2025-01-29T12:09:11.886Z"
"/docs/security-compliance/compliance-and-certifications"|"Ory"|"Here is a concise technical summary:

ISO 27001:2013 
Information Security Management System (ISMS) certification for data confidentiality and integrity.

SOC 2 Type 2 certification for security, availability, processing integrity, confidentiality, and privacy of data in service organizations.

GDPR compliance with hosting personal data exclusively on EU-based servers.

OpenID Connect Conformance Profiles:
- Basic OP
- Implicit OP
- Hybrid OP
- Config OP
- Dynamic OP"|"2025-01-29T12:09:13.169Z"
"/docs/kratos/concepts/security"|"Threat models and security profiles | Ory"|"Threat models and security profiles > Digital identity guidelines​ > Defenses against bots and automated attacks​ > 
Defenses against brute-force attacks - rate limiting requests to API public endpoints such as login and registration endpoints 
Cross-site request forgery (CSRF or XSRF) protection using sameSite attribute and synchronizer token pattern for protected APIs 
Password policy follows Digital Identity Guidelines established by the National Institute of Standards and Technology (NIST) 
OAuth 2.0 security - certified OAuth2 and OpenID Connect provider 
CAPTCHA protection - testing in progress, supported captcha providers not specified"|"2025-01-29T12:09:15.006Z"
"/docs/ecosystem/security"|"Security policy | Ory"|"Ory Apache 2.0 License users: 
Ory Enterprise License customers: 
Ory Network users: 

Security-focused company that appreciates and rewards security feedback from the community.

HackerOne private bug bounty program:

Follow HackerOne's vulnerability disclosure guidelines.
Report potential security vulnerabilities only, avoid privacy violations and data destruction.

Prohibited activities:
- Report upstream dependencies to respective projects instead of Ory
- Out of scope: attacks on other systems or services

Response timelines:
- Stay in contact throughout the process
- Award monetary bounties out of yearly budget for reproducible issues
- Award swag for smaller findings, public zero-day vulnerabilities with official patch less than a month awarded on a case-by-case basis.

Reporting guidelines:
- One vulnerability per report unless chaining vulnerabilities is necessary
- Detailed vulnerability report required with step-by-step instructions to reproduce the issue

Rewards:
- Monetary bounties out of yearly budget for reproducible issues
- Swag for smaller findings, public zero-day vulnerabilities with official patch less than a month awarded on a case-by-case basis"|"2025-01-29T12:09:17.610Z"
"/docs/security-compliance/personal-data-location"|"Personal data location and homing | Ory"|"Global storage locations: 
Ory Network has a globally distributed network with availability zones across the globe.

Regions and availability zones:
US Continental and Global options available for personal data storage locations.
US Continental means US contiguous storage location closest to user's first signup.
Global option spans Ory Networks storage locations worldwide.
Availability zones within regions have at least 3 zones replicated and backed up.

Personal data homing: 
Personal data is always homed to a particular region and stored there.
Regional personal data replication is handled transparently for users from EU and US.

Project settings:
New project choice includes selecting personal data storage location (permanent).
Ory Console shows project's chosen personal data storage location."|"2025-01-29T12:09:19.465Z"
"/docs/security-compliance/gdpr"|"GDPR compliance | Ory"|"Here is a concise summary of the key technical points and implementation details:

GDPR Compliance:
Data stored on EU-based servers for European customers
Ory Network supports data integrity and confidentiality standards
GDPR requirements met through industry-standard security practices and procedures
Data breaches prevented by:
Vulnerability management (vulnerability scans during CI/CD pipelines)
Third-party penetration testing (quarterly basis)
Bug bounty program (external pen testing support)
Secure cloud deployment on Google Cloud Platform with logging and audit trail"|"2025-01-29T12:09:21.004Z"
"/docs/security-compliance/token-formats"|"Identifiable token formats | Ory"|"Here is a concise summary of the technical points:

Access Token Prefix: ory_
Refresh Token Prefix: ory_r_
Authorization Code Prefix: ory_a_
Session Cookie Prefix: ory_session_
Session Token Prefix: ory_st_
Logout Token Prefix: ory_lo_

Ory Network API Key (no prefix given)"|"2025-01-29T12:09:22.129Z"
"/docs/open-source"|"Ory is open source | Ory"|"Open source architecture
Ory's open source approach
Collaboration participation 
Open exchange of ideas 
Modern software development"|"2025-01-29T12:09:22.665Z"
"/docs/getting-started/integrate-auth/go"|"Integrate authentication into Go | Ory"|"Go app > Create Go app​ > Install Ory SDK​ 
Install Ory CLI​ > Why do I need the Ory CLI​
Create HTTP server​ > Validate and login​ > The protected page​ > Test your application​ > Go to production​

Run command to install Ory SDK: install go-ory-sdk
Use Ory security model with HTTP cookies for sessions, tokens, and cookies
Use localhost or 127.0.0.1 as cookie domain when developing locally
Ory CLI provides Ory Proxy for mirroring Ory endpoints and rewriting cookies
Ory Proxy mirrors Ory endpoints and rewrites cookies to match the correct domain
Create middleware in middleware.go that checks user session validity
Add code to main.go file to create server, register route, and use middleware to validate users
Use ory-sdk to pass request cookies to check if session is valid
Redirect requests for login using Ory Account Experience when session is not valid
Add code to handler.go file to render Dashboard page with user's session data"|"2025-01-29T12:09:25.653Z"
"/docs/getting-started/integrate-auth/php"|"Integrate authentication into PHP | Ory"|"Here is a concise summary of the documentation content:

Create new PHP project
Install Ory SDK and bramus/router
Set cookie domain to localhost for local development
Use Ory CLI to configure and manage projects
Ory Proxy mirrors endpoints, rewrites cookies, and sets correct domain
Ory Proxy makes it easy to connect application to Ory Network without additional configuration
Create index.php script with Ory client and route handler
Pass current request cookies to Ory client for session validation
Redirect to Ory project for login if session is not valid
Add Dashboard handler that renders HTML with session data
Start HTTP server, clone Ory Kratos locally, set environment variable, and start Ory Proxy"|"2025-01-29T12:09:27.947Z"
"/docs/getting-started/integrate-auth/expressjs"|"Integrate authentication into Node.js / Express.js | Ory"|"Express.js app created with Node.js > Ory SDK and CLI installed​ > Ory security model uses HTTP cookies for sessions, tokens, and cookies​ > Cookies domain set to localhost or 127.0.0.1 during local development​ > Ory Proxy used to mirror Ory endpoints and rewrite cookies to match the correct domain during production​ > Ory Proxy mirrors Ory endpoints and rewrites cookies to match the correct domain during production​ > Environment variable set to exposed port of Ory Kratos cloned locally​ > Ory Proxy asked for login on first start​ > Express.js app accessed through ORY proxy (http://localhost:4000)​ > Sign In page presented in browser upon accessing the app​ > User can click sign up and create their first user​"|"2025-01-29T12:09:30.360Z"
"/docs/getting-started/integrate-auth/react"|"Integrate authentication into React | Ory"|"Here is a concise summary of the technical points and implementation details:

React application setup: Create new React project, install Ory SDK and CLI.

Ory security model: Use HTTP cookies to manage sessions, tokens, and cookies; expose APIs on same domain as application.

Cookie domains: Use either localhost or 127.0.0.1, but not both, when developing locally.

Ory Tunnel: Mirror Ory endpoints, rewrite cookies to match domain, set correct cookie domain.

Tunnel setup: Start Ory Tunnel in new terminal window, log into Ory Console account, use exposed port as baseUrl for @ory/client SDK.

Environment variables: Clone and run Ory Kratos locally, set environment variable to exposed port.

React app setup: Open http://localhost:3000 in browser, sign up for user account.

Production deployment: Host components on same top-level domain as local machine."|"2025-01-29T12:09:33.108Z"
"/docs/getting-started/integrate-auth/react-native"|"Integrate Authentication into React Native | Ory"|"- Run Expo CLI and install required tools Xcode and Android Studio Emulator to run the application locally in an emulated environment
- Install dependencies with npm run ios 
- Connect to project by copying KRATOS_URL from Ory Console and replacing it in app.config.js file
- Use <AuthProvider> component as main point of authentication integration
- Expo SecureStore used for helper methods with fallback on @react-native-community/async-storage
- Ory Session Token handles user session storage and verification
- App.tsx defines application structure including navigation
- src/helpers/auth.tsx provides simple wrappers around Expo SecureStore for authentication purposes"|"2025-01-29T12:09:34.889Z"
"/docs/getting-started/integrate-auth/vue"|"Integrate authentication into Vue.js + API | Ory"|"Here is a concise summary of the technical points and implementation details:

Vue.js app created
Install Ory SDK and CLI
Set up cookie domain to localhost
Use Ory Tunnel to mirror Ory endpoints and rewrite cookies
Ory Network SDK URL set to connect with Ory APIs in project
Start Next.js development server at localhost:8080
Use {""credentials"": ""include""} in AJAX requests for authenticated calls to API
API must have CORS middleware with credentials: true and Access-Control-Allow-Origin of frontend app domain (http://localhost:8080)
Create simple HTTP API with express using cors middleware
Start server and access app at localhost:8080"|"2025-01-29T12:09:37.148Z"
"/docs/getting-started/integrate-auth/nextjs"|"Integrate authentication into Next.js | Ory"|"Create new Next.js 13 project 
Install Ory SDK and integration tools for JavaScript frameworks
Create special route in pages/api/.ory/
Require login to access home page by adding session check
Set environment variables to connect with Ory's APIs
Clone and run Ory Kratos locally
Start Next.js development server and open http://localhost:3000
Go to production with custom domain"|"2025-01-29T12:09:38.622Z"
"/docs/getting-started/integrate-auth/flutter-web-redirect"|"Integrate authentication into Flutter Web | Ory"|"Here is a concise summary of the documentation content:

Install Ory CLI and add dio and flutter dotenv to pubspec.yaml
Set ORY_BASE_URL environment variable to Ory Tunnel URL
Create authentication service in lib/services directory
Use Ory security model with HTTP cookies for session management
Ory Tunnel mirrors endpoints and rewrites cookies to match correct domain
Use Tunnel to connect local app to Ory Network without additional config
Set custom domain in Ory Network project to connect subdomain
Build release version of App using Flutter CLI command

Set environment variables for production deployment
Use dhttpd HTTP server to serve files"|"2025-01-29T12:09:40.719Z"
"/docs/getting-started/integrate-auth/dotnet"|"Integrate authentication into ASP.NET | Ory"|"Install Ory CLI, run  Ory create aspnet app, Install Ory SDK, Configure the SDK, Create middleware that checks for valid session, Validate and login, Create Index RazorPage page.

Run command to install Ory Client in Program.cs, make changes to Program.cs, Add cookies to request before passing to Ory Client.
Create custom domain for Ory Network project if desired."|"2025-01-29T12:09:42.416Z"
"/docs/keto/examples/olymp-file-sharing"|"Basic: Olymp library | Ory"|"UUIDv4 assigned to the uploaded file ec788a82-a12e-45a4-b906-3e69f78c94e4
User demeter creates relationship in Ory Keto namespace files:
owner: demeter
access: demeter, athena
Request list-API for all objects (file IDs) with owner demeter
List response contains object ec788a82-a12e-45a4-b906-3e69f78c94e4
Write-API request to add relationship to Ory Keto:
owner: demeter
access: demeter, athena
Expand-API request to compile list of everyone who can access the file
Check-API request to verify athena has access before returning file"|"2025-01-29T12:09:44.212Z"
